1.593;174.4
1.615;177.1
1.658;176.7
1.765;175
1.842;169.4
1.878;167.4
1.899;165.4
1.923;160.5
1.955;155.1
2.008;145.7
2.099;130.8
2.198;101.5
2.865;53.5
2.967;48.8
3.387;40.7
3.78;35.8
3.9;35.0
4.18;33.1
4.39;31.8
4.66;30.23
4.99;28.5
5.33;26.64
5.74;25.8
5.98;25.18
6.436;24.4
6.934;24.47
7.135;24.39
7.771;24.2
8.072;26.62
7.548;24.55
8.848;29.87
9.729;36.6
